dateTime,nh3,co,no2,c3h8,c4h10,ch4,h2,c2h5oh  
2022-03-25 19:47:32.776458,0.04,0.00,19.25,5.53,13432.07,5821.94,150503.08,6.99
2022-03-25 19:47:42.805352,0.05,0.00,15.04,3.97,8154.84,3811.08,60373.16,4.79
2022-03-25 19:47:52.834702,0.04,0.00,18.94,5.29,12548.27,5495.03,141828.56,6.82
2022-03-25 19:48:02.879207,0.04,0.00,18.36,4.95,11368.20,5053.02,126249.46,6.50
2022-03-25 19:48:12.907859,0.04,0.00,17.28,3.97,8154.84,3811.08,100932.89,5.92
2022-03-25 19:48:22.936555,0.04,0.00,18.65,5.17,12136.65,5341.59,133760.59,6.65
2022-03-25 19:48:32.965985,0.04,0.00,19.89,5.66,13906.80,5996.20,169896.95,7.34
2022-03-25 19:48:42.995085,0.04,0.00,19.57,5.41,12979.67,5655.02,159838.98,7.16
2022-03-25 19:48:53.024029,0.05,0.00,15.87,4.29,9155.97,4204.82,73619.16,5.20
2022-03-25 19:49:03.053193,0.04,0.00,19.25,5.53,13432.07,5821.94,150503.08,6.99
2022-03-25 19:49:13.082295,0.04,0.00,19.57,5.41,12979.67,5655.02,159838.98,7.16
2022-03-25 19:49:23.111232,0.05,0.00,15.24,3.90,7928.59,3721.11,63389.36,4.89
2022-03-25 19:49:33.140462,0.04,0.00,18.94,5.29,12548.27,5495.03,141828.56,6.82
2022-03-25 19:49:43.169759,0.04,0.00,19.25,5.41,12979.67,5655.02,150503.08,6.99
2022-03-25 19:49:53.198866,0.04,0.00,19.25,5.41,12979.67,5655.02,150503.08,6.99
2022-03-25 19:50:03.243202,0.04,0.00,18.65,5.06,11743.65,5194.37,133760.59,6.65
2022-03-25 19:50:13.272100,0.04,0.00,18.94,5.17,12136.65,5341.59,141828.56,6.82
2022-03-25 19:50:23.301214,0.04,0.00,19.25,5.29,12548.27,5495.03,150503.08,6.99
2022-03-25 19:50:33.330075,0.05,0.00,16.31,4.21,8890.24,4100.97,81579.20,5.43
2022-03-25 19:50:43.359417,0.04,0.00,19.25,5.41,12979.67,5655.02,150503.08,6.99
2022-03-25 19:50:53.388796,0.04,0.00,19.89,5.53,13432.07,5821.94,169896.95,7.34
2022-03-25 19:51:03.417652,0.05,0.00,15.87,4.13,8635.17,4000.85,73619.16,5.20
2022-03-25 19:51:13.446815,0.05,0.00,17.80,5.41,12979.67,5655.02,112721.79,6.20
