Labels,Scientific name,Common name
0,Abroscopus superciliaris,Yellow-bellied Warbler
1,Aburria aburri,Wattled Guan
2,Acanthagenys rufogularis,Spiny-cheeked Honeyeater
3,Acanthis cabaret,Lesser Redpoll
4,Acanthis flammea,Common Redpoll
5,Acanthis hornemanni,Hoary Redpoll
6,Acanthiza chrysorrhoa,Yellow-rumped Thornbill
7,Acanthiza pusilla,Brown Thornbill
8,Acanthorhynchus tenuirostris,Eastern Spinebill
9,Accipiter badius,Shikra
10,Accipiter bicolor,Bicolored Hawk
11,Accipiter cooperii,Cooper's Hawk
12,Accipiter fasciatus,Brown Goshawk
13,Accipiter gentilis,Northern Goshawk
14,Accipiter nisus,Eurasian Sparrowhawk
15,Accipiter striatus,Sharp-shinned Hawk
16,Accipiter tachiro,African Goshawk
17,Acridotheres cristatellus,Crested Myna
18,Acridotheres fuscus,Jungle Myna
19,Acridotheres tristis,Common Myna
20,Acris crepitans,Northern Cricket Frog
21,Acris gryllus,Southern Cricket Frog
22,Acrocephalus agricola,Paddyfield Warbler
23,Acrocephalus arundinaceus,Great Reed Warbler
24,Acrocephalus australis,Australian Reed Warbler
25,Acrocephalus bistrigiceps,Black-browed Reed Warbler
26,Acrocephalus dumetorum,Blyth's Reed Warbler
27,Acrocephalus gracilirostris,Lesser Swamp Warbler
28,Acrocephalus melanopogon,Moustached Warbler
29,Acrocephalus orientalis,Oriental Reed Warbler
30,Acrocephalus palustris,Marsh Warbler
31,Acrocephalus schoenobaenus,Sedge Warbler
32,Acrocephalus scirpaceus,Eurasian Reed Warbler
33,Acrocephalus stentoreus,Clamorous Reed Warbler
34,Acropternis orthonyx,Ocellated Tapaculo
35,Actinodura strigula,Chestnut-tailed Minla
36,Actitis hypoleucos,Common Sandpiper
37,Actitis macularius,Spotted Sandpiper
38,Adelomyia melanogenys,Speckled Hummingbird
39,Aechmophorus clarkii,Clark's Grebe
40,Aechmophorus occidentalis,Western Grebe
41,Aegithalos caudatus,Long-tailed Tit
42,Aegithalos concinnus,Black-throated Tit
43,Aegithina tiphia,Common Iora
44,Aegolius acadicus,Northern Saw-whet Owl
45,Aegolius funereus,Boreal Owl
46,Aegotheles cristatus,Australian Owlet-nightjar
47,Aeronautes saxatalis,White-throated Swift
48,Aethopyga christinae,Fork-tailed Sunbird
49,Aethopyga nipalensis,Green-tailed Sunbird
50,Aethopyga siparaja,Crimson Sunbird
51,Agapornis roseicollis,Rosy-faced Lovebird
52,Agelaioides badius,Grayish Baywing
53,Agelaius phoeniceus,Red-winged Blackbird
54,Agelaius tricolor,Tricolored Blackbird
55,Agelasticus thilius,Yellow-winged Blackbird
56,Ailuroedus crassirostris,Green Catbird
57,Aimophila rufescens,Rusty Sparrow
58,Aimophila ruficeps,Rufous-crowned Sparrow
59,Aix galericulata,Mandarin Duck
60,Aix sponsa,Wood Duck
61,Alauda arvensis,Eurasian Skylark
62,Alauda gulgula,Oriental Skylark
63,Alaudala rufescens,Mediterranean Short-toed Lark
64,Alca torda,Razorbill
65,Alcedo atthis,Common Kingfisher
66,Alcippe morrisonia,Morrison's Fulvetta
67,Alcippe poioicephala,Brown-cheeked Fulvetta
68,Alectoris chukar,Chukar
69,Alectoris rufa,Red-legged Partridge
70,Alisterus scapularis,Australian King-Parrot
71,Allonemobius allardi,Allard's Ground Cricket
72,Allonemobius tinnulus,Tinkling Ground Cricket
73,Allonemobius walkeri,Walker's Ground Cricket
74,Alophoixus ochraceus,Ochraceous Bulbul
75,Alopochen aegyptiaca,Egyptian Goose
76,Alouatta pigra,Mexican Black Howler Monkey
77,Amandava amandava,Red Avadavat
78,Amaurornis phoenicurus,White-breasted Waterhen
79,Amazilia rutila,Cinnamon Hummingbird
80,Amazilia tzacatl,Rufous-tailed Hummingbird
81,Amazilia yucatanensis,Buff-bellied Hummingbird
82,Amazona aestiva,Turquoise-fronted Parrot
83,Amazona albifrons,White-fronted Parrot
84,Amazona amazonica,Orange-winged Parrot
85,Amazona auropalliata,Yellow-naped Parrot
86,Amazona autumnalis,Red-lored Parrot
87,Amazona farinosa,Mealy Parrot
88,Amazona finschi,Lilac-crowned Parrot
89,Amazona mercenarius,Scaly-naped Parrot
90,Amazona ochrocephala,Yellow-crowned Parrot
91,Amazona oratrix,Yellow-headed Parrot
92,Amazona viridigenalis,Red-crowned Parrot
93,Amblycercus holosericeus,Yellow-billed Cacique
94,Amblycorypha alexanderi,Clicker Round-winged Katydid
95,Amblycorypha longinicta,Common Virtuoso Katydid
96,Amblycorypha oblongifolia,Oblong-winged Katydid
97,Amblycorypha rotundifolia,Rattler Round-winged Katydid
98,Amblyramphus holosericeus,Scarlet-headed Blackbird
99,Ammodramus aurifrons,Yellow-browed Sparrow
100,Ammodramus humeralis,Grassland Sparrow
101,Ammodramus savannarum,Grasshopper Sparrow
102,Ammospiza leconteii,LeConte's Sparrow
103,Ammospiza maritima,Seaside Sparrow
104,Ammospiza nelsoni,Nelson's Sparrow
105,Amphispiza bilineata,Black-throated Sparrow
106,Anabacerthia striaticollis,Montane Foliage-gleaner
107,Anabacerthia variegaticeps,Scaly-throated Foliage-gleaner
108,Anairetes parulus,Tufted Tit-Tyrant
109,Anas acuta,Northern Pintail
110,Anas crecca,Green-winged Teal
111,Anas platyrhynchos,Mallard
112,Anas poecilorhyncha,Indian Spot-billed Duck
113,Anaxipha exigua,Say's Trig
114,Anaxyrus americanus,American Toad
115,Anaxyrus canorus,Yosemite Toad
116,Anaxyrus cognatus,Great Plains Toad
117,Anaxyrus fowleri,Fowler's Toad
118,Anaxyrus houstonensis,Houston Toad
119,Anaxyrus microscaphus,Arizona Toad
120,Anaxyrus quercicus,Oak Toad
121,Anaxyrus speciosus,Texas Toad
122,Anaxyrus terrestris,Southern Toad
123,Anaxyrus woodhousii,Woodhouse's Toad
124,Andigena laminirostris,Plate-billed Mountain-Toucan
125,Andropadus importunus,Sombre Greenbul
126,Anhima cornuta,Horned Screamer
127,Anhinga anhinga,Anhinga
128,Anisognathus igniventris,Scarlet-bellied Mountain Tanager
129,Anous minutus,Black Noddy
130,Anous stolidus,Brown Noddy
131,Anser albifrons,Greater White-fronted Goose
132,Anser anser,Graylag Goose
133,Anser brachyrhynchus,Pink-footed Goose
134,Anser caerulescens,Snow Goose
135,Anser fabalis,Taiga Bean-Goose
136,Anser rossii,Ross's Goose
137,Anser serrirostris,Tundra Bean-Goose
138,Anthochaera carunculata,Red Wattlebird
139,Anthochaera chrysoptera,Little Wattlebird
140,Anthornis melanura,New Zealand Bellbird
141,Anthracoceros albirostris,Oriental Pied-Hornbill
142,Anthreptes malacensis,Brown-throated Sunbird
143,Anthus campestris,Tawny Pipit
144,Anthus cervinus,Red-throated Pipit
145,Anthus cinnamomeus,African Pipit
146,Anthus correndera,Correndera Pipit
147,Anthus hodgsoni,Olive-backed Pipit
148,Anthus lutescens,Yellowish Pipit
149,Anthus petrosus,Rock Pipit
150,Anthus pratensis,Meadow Pipit
151,Anthus richardi,Richard's Pipit
152,Anthus rubescens,American Pipit
153,Anthus rufulus,Paddyfield Pipit
154,Anthus similis,Long-billed Pipit
155,Anthus spinoletta,Water Pipit
156,Anthus spragueii,Sprague's Pipit
157,Anthus trivialis,Tree Pipit
158,Antigone canadensis,Sandhill Crane
159,Antilophia galeata,Helmeted Manakin
160,Antrostomus arizonae,Mexican Whip-poor-will
161,Antrostomus carolinensis,Chuck-will's-widow
162,Antrostomus vociferus,Eastern Whip-poor-will
163,Anumbius annumbi,Firewood-gatherer
164,Apalis flavida,Yellow-breasted Apalis
165,Apalis thoracica,Bar-throated Apalis
166,Aphelocoma californica,California Scrub-Jay
167,Aphelocoma coerulescens,Florida Scrub-Jay
168,Aphelocoma wollweberi,Mexican Jay
169,Aphelocoma woodhouseii,Woodhouse's Scrub-Jay
170,Aphrastura spinicauda,Thorn-tailed Rayadito
171,Apis mellifera,Honey Bee
172,Aplonis metallica,Metallic Starling
173,Aplonis panayensis,Asian Glossy Starling
174,Apus affinis,Little Swift
175,Apus apus,Common Swift
176,Apus melba,Alpine Swift
177,Apus pallidus,Pallid Swift
178,Aquila chrysaetos,Golden Eagle
179,Ara ararauna,Blue-and-yellow Macaw
180,Ara chloropterus,Red-and-green Macaw
181,Ara macao,Scarlet Macaw
182,Ara militaris,Military Macaw
183,Ara severus,Chestnut-fronted Macaw
184,Arachnothera longirostra,Little Spiderhunter
185,Arachnothera magna,Streaked Spiderhunter
186,Aramides cajaneus,Gray-cowled Wood-Rail
187,Aramides saracura,Slaty-breasted Wood-Rail
188,Aramides ypecaha,Giant Wood-Rail
189,Aramus guarauna,Limpkin
190,Aratinga nenday,Nanday Parakeet
191,Aratinga weddellii,Dusky-headed Parakeet
192,Arborophila torqueola,Hill Partridge
193,Archilochus alexandri,Black-chinned Hummingbird
194,Archilochus colubris,Ruby-throated Hummingbird
195,Ardea alba,Great Egret
196,Ardea cinerea,Gray Heron
197,Ardea cocoi,Cocoi Heron
198,Ardea herodias,Great Blue Heron
199,Ardea purpurea,Purple Heron
200,Ardenna grisea,Sooty Shearwater
201,Ardenna pacifica,Wedge-tailed Shearwater
202,Ardenna tenuirostris,Short-tailed Shearwater
203,Arenaria interpres,Ruddy Turnstone
204,Arenaria melanocephala,Black Turnstone
205,Argya affinis,Yellow-billed Babbler
206,Argya caudata,Common Babbler
207,Argya malcolmi,Large Gray Babbler
208,Argya striata,Jungle Babbler
209,Argya subrufa,Rufous Babbler
210,Arremon assimilis,Gray-browed Brushfinch
211,Arremon aurantiirostris,Orange-billed Sparrow
212,Arremon brunneinucha,Chestnut-capped Brushfinch
213,Arremon flavirostris,Saffron-billed Sparrow
214,Arremon taciturnus,Pectoral Sparrow
215,Arremonops chloronotus,Green-backed Sparrow
216,Arremonops conirostris,Black-striped Sparrow
217,Arremonops rufivirgatus,Olive Sparrow
218,Artamus fuscus,Ashy Woodswallow
219,Artamus leucorynchus,White-breasted Woodswallow
220,Artemisiospiza belli,Bell's Sparrow
221,Artemisiospiza nevadensis,Sagebrush Sparrow
222,Arundinax aedon,Thick-billed Warbler
223,Asemospiza obscura,Dull-colored Grassquit
224,Asio clamator,Striped Owl
225,Asio flammeus,Short-eared Owl
226,Asio otus,Long-eared Owl
227,Asthenes modesta,Cordilleran Canastero
228,Asthenes pyrrholeuca,Sharp-billed Canastero
229,Atalotriccus pilaris,Pale-eyed Pygmy-Tyrant
230,Athene brama,Spotted Owlet
231,Athene cunicularia,Burrowing Owl
232,Athene noctua,Little Owl
233,Atlanticus testaceus,Protean Shieldback
234,Atlapetes albinucha,White-naped Brushfinch
235,Atlapetes latinuchus,Yellow-breasted Brushfinch
236,Atlapetes pallidinucha,Pale-naped Brushfinch
237,Atlapetes pileatus,Rufous-capped Brushfinch
238,Atlapetes schistaceus,Slaty Brushfinch
239,Atlapetes tricolor,Tricolored Brushfinch
240,Attila cinnamomeus,Cinnamon Attila
241,Attila rufus,Gray-hooded Attila
242,Attila spadiceus,Bright-rumped Attila
243,Aulacorhynchus albivitta,Southern Emerald-Toucanet
244,Aulacorhynchus haematopygus,Crimson-rumped Toucanet
245,Aulacorhynchus prasinus,Northern Emerald-Toucanet
246,Auriparus flaviceps,Verdin
247,Automolus leucophthalmus,White-eyed Foliage-gleaner
248,Automolus ochrolaemus,Buff-throated Foliage-gleaner
249,Aythya affinis,Lesser Scaup
250,Aythya collaris,Ring-necked Duck
251,Aythya ferina,Common Pochard
252,Aythya fuligula,Tufted Duck
253,Aythya marila,Greater Scaup
254,Aythya valisineria,Canvasback
255,Baeolophus atricristatus,Black-crested Titmouse
256,Baeolophus bicolor,Tufted Titmouse
257,Baeolophus inornatus,Oak Titmouse
258,Baeolophus ridgwayi,Juniper Titmouse
259,Baeolophus wollweberi,Bridled Titmouse
260,Bartramia longicauda,Upland Sandpiper
261,Baryphthengus martii,Rufous Motmot
262,Baryphthengus ruficapillus,Rufous-capped Motmot
263,Basileuterus belli,Golden-browed Warbler
264,Basileuterus culicivorus,Golden-crowned Warbler
265,Basileuterus delattrii,Chestnut-capped Warbler
266,Basileuterus rufifrons,Rufous-capped Warbler
267,Basileuterus tristriatus,Three-striped Warbler
268,Basilinna leucotis,White-eared Hummingbird
269,Batis capensis,Cape Batis
270,Batis molitor,Chinspot Batis
271,Blythipicus pyrrhotis,Bay Woodpecker
272,Bolborhynchus lineola,Barred Parakeet
273,Bombycilla cedrorum,Cedar Waxwing
274,Bombycilla garrulus,Bohemian Waxwing
275,Bonasa umbellus,Ruffed Grouse
276,Bostrychia hagedash,Hadada Ibis
277,Botaurus lentiginosus,American Bittern
278,Botaurus stellaris,Great Bittern
279,Brachypodius priocephalus,Gray-headed Bulbul
280,Brachypteryx leucophris,Lesser Shortwing
281,Brachyramphus marmoratus,Marbled Murrelet
282,Branta bernicla,Brant
283,Branta canadensis,Canada Goose
284,Branta hutchinsii,Cackling Goose
285,Branta leucopsis,Barnacle Goose
286,Branta sandvicensis,Hawaiian Goose
287,Brotogeris chiriri,Yellow-chevroned Parakeet
288,Brotogeris chrysoptera,Golden-winged Parakeet
289,Brotogeris cyanoptera,Cobalt-winged Parakeet
290,Brotogeris jugularis,Orange-chinned Parakeet
291,Brotogeris tirica,Plain Parakeet
292,Bubo bubo,Eurasian Eagle-Owl
293,Bubo virginianus,Great Horned Owl
294,Bubulcus ibis,Cattle Egret
295,Bucanetes githagineus,Trumpeter Finch
296,Bucephala albeola,Bufflehead
297,Bucephala clangula,Common Goldeneye
298,Buceros bicornis,Great Hornbill
299,Buceros rhinoceros,Rhinoceros Hornbill
300,Bulweria bulwerii,Bulwer's Petrel
301,Burhinus grallarius,Bush Thick-knee
302,Burhinus indicus,Indian Thick-knee
303,Burhinus oedicnemus,Eurasian Thick-knee
304,Busarellus nigricollis,Black-collared Hawk
305,Buteo albonotatus,Zone-tailed Hawk
306,Buteo brachyurus,Short-tailed Hawk
307,Buteo buteo,Common Buzzard
308,Buteo jamaicensis,Red-tailed Hawk
309,Buteo lineatus,Red-shouldered Hawk
310,Buteo nitidus,Gray-lined Hawk
311,Buteo plagiatus,Gray Hawk
312,Buteo platypterus,Broad-winged Hawk
313,Buteo solitarius,Hawaiian Hawk
314,Buteo swainsoni,Swainson's Hawk
315,Buteogallus anthracinus,Common Black Hawk
316,Buteogallus meridionalis,Savanna Hawk
317,Buteogallus urubitinga,Great Black Hawk
318,Butorides striata,Striated Heron
319,Butorides virescens,Green Heron
320,Cacatua galerita,Sulphur-crested Cockatoo
321,Cacatua goffiniana,Tanimbar Corella
322,Cacatua sanguinea,Little Corella
323,Cacicus cela,Yellow-rumped Cacique
324,Cacicus chrysonotus,Mountain Cacique
325,Cacicus chrysopterus,Golden-winged Cacique
326,Cacicus haemorrhous,Red-rumped Cacique
327,Cacicus solitarius,Solitary Black Cacique
328,Cacicus uropygialis,Scarlet-rumped Cacique
329,Cacomantis flabelliformis,Fan-tailed Cuckoo
330,Cacomantis merulinus,Plaintive Cuckoo
331,Cacomantis pallidus,Pallid Cuckoo
332,Cacomantis passerinus,Gray-bellied Cuckoo
333,Cacomantis sonneratii,Banded Bay Cuckoo
334,Cacomantis variolosus,Brush Cuckoo
335,Calamospiza melanocorys,Lark Bunting
336,Calandrella brachydactyla,Greater Short-toed Lark
337,Calandrella cinerea,Red-capped Lark
338,Calcarius lapponicus,Lapland Longspur
339,Calcarius ornatus,Chestnut-collared Longspur
340,Calcarius pictus,Smith's Longspur
341,Calendulauda sabota,Sabota Lark
342,Calidris acuminata,Sharp-tailed Sandpiper
343,Calidris alba,Sanderling
344,Calidris alpina,Dunlin
345,Calidris bairdii,Baird's Sandpiper
346,Calidris canutus,Red Knot
347,Calidris ferruginea,Curlew Sandpiper
348,Calidris fuscicollis,White-rumped Sandpiper
349,Calidris himantopus,Stilt Sandpiper
350,Calidris maritima,Purple Sandpiper
351,Calidris mauri,Western Sandpiper
352,Calidris melanotos,Pectoral Sandpiper
353,Calidris minuta,Little Stint
354,Calidris minutilla,Least Sandpiper
355,Calidris pugnax,Ruff
356,Calidris pusilla,Semipalmated Sandpiper
357,Calidris subruficollis,Buff-breasted Sandpiper
358,Calidris temminckii,Temminck's Stint
359,Caligavis chrysops,Yellow-faced Honeyeater
360,Calliope calliope,Siberian Rubythroat
361,Callipepla californica,California Quail
362,Callipepla gambelii,Gambel's Quail
363,Callipepla squamata,Scaled Quail
364,Calocitta colliei,Black-throated Magpie-Jay
365,Calocitta formosa,White-throated Magpie-Jay
366,Calonectris diomedea,Cory's Shearwater
367,Calypte anna,Anna's Hummingbird
368,Calypte costae,Costa's Hummingbird
369,Calyptorhynchus banksii,Red-tailed Black-Cockatoo
370,Calyptorhynchus funereus,Yellow-tailed Black-Cockatoo
371,Camaroptera brachyura,Green-backed Camaroptera
372,Campephilus guatemalensis,Pale-billed Woodpecker
373,Campephilus melanoleucos,Crimson-crested Woodpecker
374,Campephilus pollens,Powerful Woodpecker
375,Campephilus rubricollis,Red-necked Woodpecker
376,Camptostoma imberbe,Northern Beardless-Tyrannulet
377,Camptostoma obsoletum,Southern Beardless-Tyrannulet
378,Campylopterus hemileucurus,Violet Sabrewing
379,Campylorhamphus trochilirostris,Red-billed Scythebill
380,Campylorhynchus brunneicapillus,Cactus Wren
381,Campylorhynchus fasciatus,Fasciated Wren
382,Campylorhynchus griseus,Bicolored Wren
383,Campylorhynchus rufinucha,Rufous-naped Wren
384,Campylorhynchus turdinus,Thrush-like Wren
385,Campylorhynchus zonatus,Band-backed Wren
386,Canis latrans,Coyote
387,Canis lupus,Gray Wolf
388,Cantorchilus elutus,Isthmian Wren
389,Cantorchilus leucotis,Buff-breasted Wren
390,Cantorchilus longirostris,Long-billed Wren
391,Cantorchilus modestus,Cabanis's Wren
392,Cantorchilus nigricapillus,Bay Wren
393,Cantorchilus semibadius,Riverside Wren
394,Cantorchilus thoracicus,Stripe-breasted Wren
395,Capito auratus,Gilded Barbet
396,Caprimulgus affinis,Savanna Nightjar
397,Caprimulgus asiaticus,Indian Nightjar
398,Caprimulgus atripennis,Jerdon's Nightjar
399,Caprimulgus europaeus,Eurasian Nightjar
400,Caprimulgus macrurus,Large-tailed Nightjar
401,Caprimulgus ruficollis,Red-necked Nightjar
402,Capsiempis flaveola,Yellow Tyrannulet
403,Caracara plancus,Crested Caracara
404,Cardellina canadensis,Canada Warbler
405,Cardellina pusilla,Wilson's Warbler
406,Cardellina rubra,Red Warbler
407,Cardellina rubrifrons,Red-faced Warbler
408,Cardinalis cardinalis,Northern Cardinal
409,Cardinalis sinuatus,Pyrrhuloxia
410,Carduelis carduelis,European Goldfinch
411,Carduelis citrinella,Citril Finch
412,Cariama cristata,Red-legged Seriema
413,Carpodacus erythrinus,Common Rosefinch
414,Caryothraustes poliogaster,Black-faced Grosbeak
415,Cassiculus melanicterus,Yellow-winged Cacique
416,Catharus aurantiirostris,Orange-billed Nightingale-Thrush
417,Catharus bicknelli,Bicknell's Thrush
418,Catharus frantzii,Ruddy-capped Nightingale-Thrush
419,Catharus fuscater,Slaty-backed Nightingale-Thrush
420,Catharus fuscescens,Veery
421,Catharus gracilirostris,Black-billed Nightingale-Thrush
422,Catharus guttatus,Hermit Thrush
423,Catharus mexicanus,Black-headed Nightingale-Thrush
424,Catharus minimus,Gray-cheeked Thrush
425,Catharus ustulatus,Swainson's Thrush
426,Catherpes mexicanus,Canyon Wren
427,Cecropis abyssinica,Lesser Striped Swallow
428,Cecropis daurica,Red-rumped Swallow
429,Celeus elegans,Chestnut Woodpecker
430,Celeus flavescens,Blond-crested Woodpecker
431,Celeus flavus,Cream-colored Woodpecker
432,Centrocercus urophasianus,Greater Sage-Grouse
433,Centronyx bairdii,Baird's Sparrow
434,Centronyx henslowii,Henslow's Sparrow
435,Centropus bengalensis,Lesser Coucal
436,Centropus sinensis,Greater Coucal
437,Centropus superciliosus,White-browed Coucal
438,Centropus viridis,Philippine Coucal
439,Ceratopipra erythrocephala,Golden-headed Manakin
440,Ceratopipra mentalis,Red-capped Manakin
441,Cercomacra cinerascens,Gray Antbird
442,Cercomacra nigricans,Jet Antbird
443,Cercomacroides tyrannina,Dusky Antbird
444,Cercotrichas galactotes,Rufous-tailed Scrub-Robin
445,Cercotrichas leucophrys,Red-backed Scrub-Robin
446,Certhia americana,Brown Creeper
447,Certhia brachydactyla,Short-toed Treecreeper
448,Certhia familiaris,Eurasian Treecreeper
449,Certhiaxis cinnamomeus,Yellow-chinned Spinetail
450,Ceryle rudis,Pied Kingfisher
451,Cettia cetti,Cetti's Warbler
452,Chaetura cinereiventris,Gray-rumped Swift
453,Chaetura meridionalis,Sick's Swift
454,Chaetura pelagica,Chimney Swift
455,Chaetura vauxi,Vaux's Swift
456,Chalcomitra senegalensis,Scarlet-chested Sunbird
457,Chalcophaps indica,Asian Emerald Dove
458,Chamaea fasciata,Wrentit
459,Chamaeza campanisona,Short-tailed Antthrush
460,Charadrius alexandrinus,Kentish Plover
461,Charadrius dubius,Little Ringed Plover
462,Charadrius hiaticula,Common Ringed Plover
463,Charadrius melodus,Piping Plover
464,Charadrius nivosus,Snowy Plover
465,Charadrius semipalmatus,Semipalmated Plover
466,Charadrius vociferus,Killdeer
467,Charadrius wilsonia,Wilson's Plover
468,Chasiempis sandwichensis,Hawaii Elepaio
469,Chauna torquata,Southern Screamer
470,Chiroxiphia caudata,Swallow-tailed Manakin
471,Chiroxiphia lanceolata,Lance-tailed Manakin
472,Chiroxiphia linearis,Long-tailed Manakin
473,Chiroxiphia pareola,Blue-backed Manakin
474,Chlidonias hybrida,Whiskered Tern
475,Chlidonias leucopterus,White-winged Tern
476,Chlidonias niger,Black Tern
477,Chlorestes cyanus,White-chinned Sapphire
478,Chloris chloris,European Greenfinch
479,Chloris sinica,Oriental Greenfinch
480,Chloroceryle amazona,Amazon Kingfisher
481,Chloroceryle americana,Green Kingfisher
482,Chlorodrepanis virens,Hawaii Amakihi
483,Chlorophanes spiza,Green Honeycreeper
484,Chlorophonia cyanea,Blue-naped Chlorophonia
485,Chlorophonia cyanocephala,Golden-rumped Euphonia
486,Chlorophonia elegantissima,Elegant Euphonia
487,Chloropicus fuscescens,Cardinal Woodpecker
488,Chloropsis aurifrons,Golden-fronted Leafbird
489,Chloropsis cochinchinensis,Blue-winged Leafbird
490,Chloropsis hardwickii,Orange-bellied Leafbird
491,Chloropsis jerdoni,Jerdon's Leafbird
492,Chlorornis riefferii,Grass-green Tanager
493,Chlorospingus flavigularis,Yellow-throated Chlorospingus
494,Chlorospingus flavopectus,Common Chlorospingus
495,Chlorospingus pileatus,Sooty-capped Chlorospingus
496,Chlorospingus semifuscus,Dusky Chlorospingus
497,Chlorostilbon lucidus,Glittering-bellied Emerald
498,Chlorothraupis carmioli,Carmiol's Tanager
499,Chlorothraupis stolzmanni,Ochre-breasted Tanager
500,Chondestes grammacus,Lark Sparrow
501,Chordeiles acutipennis,Lesser Nighthawk
502,Chordeiles gundlachii,Antillean Nighthawk
503,Chordeiles minor,Common Nighthawk
504,Chroicocephalus genei,Slender-billed Gull
505,Chroicocephalus maculipennis,Brown-hooded Gull
506,Chroicocephalus novaehollandiae,Silver Gull
507,Chroicocephalus philadelphia,Bonaparte's Gull
508,Chroicocephalus ridibundus,Black-headed Gull
509,Chroicocephalus serranus,Andean Gull
510,Chrysococcyx basalis,Horsfield's Bronze-Cuckoo
511,Chrysococcyx caprius,Dideric Cuckoo
512,Chrysococcyx cupreus,African Emerald Cuckoo
513,Chrysococcyx klaas,Klaas's Cuckoo
514,Chrysococcyx lucidus,Shining Bronze-Cuckoo
515,Chrysococcyx minutillus,Little Bronze-Cuckoo
516,Chrysocolaptes guttacristatus,Greater Flameback
517,Chrysolophus pictus,Golden Pheasant
518,Chrysomma sinense,Yellow-eyed Babbler
519,Chrysomus icterocephalus,Yellow-hooded Blackbird
520,Chrysomus ruficapillus,Chestnut-capped Blackbird
521,Chrysuronia oenone,Golden-tailed Sapphire
522,Ciccaba nigrolineata,Black-and-white Owl
523,Ciccaba virgata,Mottled Owl
524,Cichladusa guttata,Spotted Morning-Thrush
525,Ciconia ciconia,White Stork
526,Cinclodes fuscus,Buff-winged Cinclodes
527,Cincloramphus mathewsi,Rufous Songlark
528,Cincloramphus timoriensis,Tawny Grassbird
529,Cinclus cinclus,White-throated Dipper
530,Cinclus mexicanus,American Dipper
531,Cinnycerthia olivascens,Sharpe's Wren
532,Cinnycerthia unirufa,Rufous Wren
533,Cinnyris asiaticus,Purple Sunbird
534,Cinnyris chalybeus,Southern Double-collared Sunbird
535,Cinnyris jugularis,Olive-backed Sunbird
536,Cinnyris lotenius,Loten's Sunbird
537,Cinnyris talatala,White-breasted Sunbird
538,Cinnyris venustus,Variable Sunbird
539,Circaetus gallicus,Short-toed Snake-Eagle
540,Circus aeruginosus,Eurasian Marsh-Harrier
541,Circus hudsonius,Northern Harrier
542,Circus pygargus,Montagu's Harrier
543,Cissa chinensis,Common Green-Magpie
544,Cissopis leverianus,Magpie Tanager
545,Cisticola cantans,Singing Cisticola
546,Cisticola chiniana,Rattling Cisticola
547,Cisticola erythrops,Red-faced Cisticola
548,Cisticola exilis,Golden-headed Cisticola
549,Cisticola juncidis,Zitting Cisticola
550,Cisticola tinniens,Levaillant's Cisticola
551,Cistothorus palustris,Marsh Wren
552,Cistothorus platensis,Grass Wren
553,Cistothorus stellaris,Sedge Wren
554,Clamator glandarius,Great Spotted Cuckoo
555,Clamator jacobinus,Pied Cuckoo
556,Clangula hyemalis,Long-tailed Duck
557,Claravis pretiosa,Blue Ground Dove
558,Clibanornis rubiginosus,Ruddy Foliage-gleaner
559,Cnemotriccus fuscatus,Fuscous Flycatcher
560,Coccothraustes coccothraustes,Hawfinch
561,Coccothraustes vespertinus,Evening Grosbeak
562,Coccycua minuta,Little Cuckoo
563,Coccyzus americanus,Yellow-billed Cuckoo
564,Coccyzus erythropthalmus,Black-billed Cuckoo
565,Coccyzus melacoryphus,Dark-billed Cuckoo
566,Coccyzus minor,Mangrove Cuckoo
567,Cochlearius cochlearius,Boat-billed Heron
568,Coereba flaveola,Bananaquit
569,Colaptes auratus,Northern Flicker
570,Colaptes campestris,Campo Flicker
571,Colaptes chrysoides,Gilded Flicker
572,Colaptes melanochloros,Green-barred Woodpecker
573,Colaptes punctigula,Spot-breasted Woodpecker
574,Colaptes rivolii,Crimson-mantled Woodpecker
575,Colaptes rubiginosus,Golden-olive Woodpecker
576,Colaptes rupicola,Andean Flicker
577,Colibri coruscans,Sparkling Violetear
578,Colibri cyanotus,Lesser Violetear
579,Colibri delphinae,Brown Violetear
580,Colibri thalassinus,Mexican Violetear
581,Colinus cristatus,Crested Bobwhite
582,Colinus virginianus,Northern Bobwhite
583,Colius striatus,Speckled Mousebird
584,Colluricincla harmonica,Gray Shrikethrush
585,Colonia colonus,Long-tailed Tyrant
586,Colorhamphus parvirostris,Patagonian Tyrant
587,Columba livia,Rock Pigeon
588,Columba oenas,Stock Dove
589,Columba palumbus,Common Wood-Pigeon
590,Columbina inca,Inca Dove
591,Columbina minuta,Plain-breasted Ground Dove
592,Columbina passerina,Common Ground Dove
593,Columbina picui,Picui Ground Dove
594,Columbina squammata,Scaled Dove
595,Columbina talpacoti,Ruddy Ground Dove
596,Conirostrum speciosum,Chestnut-vented Conebill
597,Conocephalus brevipennis,Short-winged Meadow Katydid
598,Conocephalus fasciatus,Slender Meadow Katydid
599,Conopophaga lineata,Rufous Gnateater
600,Contopus cinereus,Tropical Pewee
601,Contopus cooperi,Olive-sided Flycatcher
602,Contopus fumigatus,Smoke-colored Pewee
603,Contopus pertinax,Greater Pewee
604,Contopus sordidulus,Western Wood-Pewee
605,Contopus virens,Eastern Wood-Pewee
606,Copsychus fulicatus,Indian Robin
607,Copsychus malabaricus,White-rumped Shama
